"","site_location","site_name","svmp_region","contract_dnr_number","planting_date.x","planted_area_m2.x","number_shoots.x","monitoring_org","monitoring_date","veg_presence","planting_method.x","shoot_count","veg_area_m2","shoot_density_m2","days_since_planted","survival","notes.x","notes2","plantingID","planting_location_code","planting_date.y","planting_method.y","donor_site_code","subproj_code","activity_type","planting_geometry","parallel_length_m","perpendicular_length_m","plot_area_m2","planted_area_m2.y","effective_area_planted_m2","number_planting_units","number_shoots.y","plot_shoot_density_m2","planted_area_shoot_density_m2","notes.y","plt_date_match","plt_area_match","num_shoots_match","plt_method_match"
"277","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-05-28,"present","staple",12,0.008,1500,3,1,"DNR snorkel monitoring. Canopy height also recorded. Reproductive shoots listed on data sheet are not included in shoot count as these were planted 3 days earlier.",NA,"JSP_mid_C1__2017-05-25__staple__DPW","JSP_mid_C1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"278","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-07-22,"present","staple",13,0.008,1625,58,1.08333333333333,"DNR snorkel monitoring. Canopy height also recorded. Reproductive shoots listed on data sheet are not included in shoot count here as these were planted in May.",NA,"JSP_mid_C1__2017-05-25__staple__DPW","JSP_mid_C1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"279","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-08-20,"present","staple",22,0.09075,242.424242424242,87,1.83333333333333,"DNR snorkel monitoring. Canopy height also recorded. Reproductive shoots listed on data sheet are not included in shoot count here as these were planted in May.",NA,"JSP_mid_C1__2017-05-25__staple__DPW","JSP_mid_C1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"280","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-12-04,"present","staple",40,NA,NA,193,3.33333333333333,"DNR snorkel monitoring. Canopy height recorded. Did not measure rhizome extension to estimate status area.",NA,"JSP_mid_C1__2017-05-25__staple__DPW","JSP_mid_C1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"281","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-01-30,"present","staple",56,0.264074,212.061770564312,250,4.66666666666667,"DNR snorkel monitoring. Canopy height also recorded. Status area calculated as area of circle based on diameter measured. A= (pi)r2. 20 cm circle of plants = 3.14*(10)^2.",NA,"JSP_mid_C1__2017-05-25__staple__DPW","JSP_mid_C1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"282","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-05-15,"present","staple",45,0.35325,127.388535031847,355,3.75,"DNR snorkel monitoring. Canopy height recorded. Status area calculated as area of ellipse based the X and Y of vegetated area measured. A = (pi)ab, where a= radius of one axis, b = radias of other axis.",NA,"JSP_mid_C1__2017-05-25__staple__DPW","JSP_mid_C1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"283","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-07-11,"present","staple",0,NA,NA,412,0,NA,NA,"JSP_mid_C1__2017-05-25__staple__DPW","JSP_mid_C1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"284","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-08-08,"absent","staple",0,NA,NA,440,0,NA,NA,"JSP_mid_C1__2017-05-25__staple__DPW","JSP_mid_C1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"285","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2019-07-30,"absent","staple",0,NA,NA,796,0,NA,NA,"JSP_mid_C1__2017-05-25__staple__DPW","JSP_mid_C1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"286","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 1 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2020-07-21,"absent","staple",0,NA,NA,1153,0,NA,NA,"JSP_mid_C1__2017-05-25__staple__DPW","JSP_mid_C1",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"287","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 2 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-05-28,"present","staple",11,0.008,1375,3,0.916666666666667,"DNR snorkel monitoring. Canopy height also recorded. Reproductive shoots listed on data sheet are not included in shoot count as these were planted 3 days earlier.",NA,"JSP_mid_C2__2017-05-25__staple__DPW","JSP_mid_C2",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"288","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 2 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-07-22,"present","staple",12,0.008,1500,58,1,"DNR snorkel monitoring. Canopy height also recorded. Reproductive shoots listed on data sheet are not included in shoot count here as these were planted in May.",NA,"JSP_mid_C2__2017-05-25__staple__DPW","JSP_mid_C2",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"289","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 2 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-08-20,"present","staple",14,0.0314,445.859872611465,87,1.16666666666667,"DNR snorkel monitoring. Canopy height also recorded. Reproductive shoots listed on data sheet are not included in shoot count here as these were planted in May.",NA,"JSP_mid_C2__2017-05-25__staple__DPW","JSP_mid_C2",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"290","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 2 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-12-04,"present","staple",24,NA,NA,193,2,"DNR snorkel monitoring. Canopy height recorded. Did not measure rhizome extension to estimate status area.",NA,"JSP_mid_C2__2017-05-25__staple__DPW","JSP_mid_C2",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"291","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 2 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-01-30,"present","staple",28,0.0132665,2110.57927863415,250,2.33333333333333,"DNR snorkel monitoring. Canopy height also recorded. Status area calculated as area of circle based on diameter measured. A= (pi)r2. 20 cm circle of plants = 3.14*(10)^2.",NA,"JSP_mid_C2__2017-05-25__staple__DPW","JSP_mid_C2",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"292","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 2 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-05-15,"present","staple",8,0.0812475,98.4645681405582,355,0.666666666666667,"DNR snorkel monitoring. Canopy height recorded. Status area calculated as area of ellipse based the X and Y of vegetated area measured. A = (pi)ab, where a= radius of one axis, b = radias of other axis.",NA,"JSP_mid_C2__2017-05-25__staple__DPW","JSP_mid_C2",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"293","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 2 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-07-11,"present","staple",0,NA,NA,412,0,NA,NA,"JSP_mid_C2__2017-05-25__staple__DPW","JSP_mid_C2",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"294","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 2 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-08-08,"absent","staple",0,NA,NA,440,0,NA,NA,"JSP_mid_C2__2017-05-25__staple__DPW","JSP_mid_C2",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"295","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 2 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2019-07-30,"absent","staple",0,NA,NA,796,0,NA,NA,"JSP_mid_C2__2017-05-25__staple__DPW","JSP_mid_C2",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"296","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 2 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2020-07-21,"absent","staple",0,NA,NA,1153,0,NA,NA,"JSP_mid_C2__2017-05-25__staple__DPW","JSP_mid_C2",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"297","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 3 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-05-28,"present","staple",10,0.008,1250,3,0.833333333333333,"DNR snorkel monitoring. Canopy height also recorded. Reproductive shoots listed on data sheet are not included in shoot count as these were planted 3 days earlier.",NA,"JSP_mid_C3__2017-05-25__staple__DPW","JSP_mid_C3",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"298","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 3 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-07-22,"present","staple",18,0.008,2250,58,1.5,"DNR snorkel monitoring. Canopy height also recorded. Reproductive shoots listed on data sheet are not included in shoot count here as these were planted in May.",NA,"JSP_mid_C3__2017-05-25__staple__DPW","JSP_mid_C3",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"299","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 3 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-08-20,"present","staple",23,0.0314,732.484076433121,87,1.91666666666667,"DNR snorkel monitoring. Canopy height also recorded. Reproductive shoots listed on data sheet are not included in shoot count here as these were planted in May.",NA,"JSP_mid_C3__2017-05-25__staple__DPW","JSP_mid_C3",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"300","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 3 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-12-04,"present","staple",36,NA,NA,193,3,"DNR snorkel monitoring. Canopy height recorded. Did not measure rhizome extension to estimate status area.",NA,"JSP_mid_C3__2017-05-25__staple__DPW","JSP_mid_C3",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"301","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 3 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-01-30,"present","staple",17,0.011304,1503.89242745931,250,1.41666666666667,"DNR snorkel monitoring. Canopy height also recorded. Status area calculated as area of circle based on diameter measured. A= (pi)r2. 20 cm circle of plants = 3.14*(10)^2.",NA,"JSP_mid_C3__2017-05-25__staple__DPW","JSP_mid_C3",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"302","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 3 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-05-15,"present","staple",19,0.10362,183.362285273113,355,1.58333333333333,"DNR snorkel monitoring. Canopy height recorded. Status area calculated as area of ellipse based the X and Y of vegetated area measured. A = (pi)ab, where a= radius of one axis, b = radias of other axis.",NA,"JSP_mid_C3__2017-05-25__staple__DPW","JSP_mid_C3",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"303","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 3 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-07-11,"present","staple",0,NA,NA,412,0,NA,NA,"JSP_mid_C3__2017-05-25__staple__DPW","JSP_mid_C3",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"304","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 3 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-08-08,"absent","staple",0,NA,NA,440,0,NA,NA,"JSP_mid_C3__2017-05-25__staple__DPW","JSP_mid_C3",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"305","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 3 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2019-07-30,"absent","staple",0,NA,NA,796,0,NA,NA,"JSP_mid_C3__2017-05-25__staple__DPW","JSP_mid_C3",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"306","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 3 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2020-07-21,"absent","staple",0,NA,NA,1153,0,NA,NA,"JSP_mid_C3__2017-05-25__staple__DPW","JSP_mid_C3",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"307","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 4 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-05-28,"present","staple",10,0.008,1250,3,0.833333333333333,"DNR snorkel monitoring. Canopy height also recorded. Reproductive shoots listed on data sheet are not included in shoot count as these were planted 3 days earlier.",NA,"JSP_mid_C4__2017-05-25__staple__DPW","JSP_mid_C4",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"308","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 4 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-07-22,"present","staple",22,0.008,2750,58,1.83333333333333,"DNR snorkel monitoring. Canopy height also recorded. Reproductive shoots listed on data sheet are not included in shoot count here as these were planted in May.",NA,"JSP_mid_C4__2017-05-25__staple__DPW","JSP_mid_C4",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"309","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 4 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-08-20,"present","staple",45,0.06154,731.23171920702,87,3.75,"DNR snorkel monitoring. Canopy height also recorded. Reproductive shoots listed on data sheet are not included in shoot count here as these were planted in May.",NA,"JSP_mid_C4__2017-05-25__staple__DPW","JSP_mid_C4",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"310","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 4 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2017-12-04,"present","staple",112,NA,NA,193,9.33333333333333,"DNR snorkel monitoring. Canopy height recorded. Did not measure rhizome extension to estimate status area.",NA,"JSP_mid_C4__2017-05-25__staple__DPW","JSP_mid_C4",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"311","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 4 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-01-30,"present","staple",45,0.0283385,1587.9457275438,250,3.75,"DNR snorkel monitoring. Canopy height also recorded. Status area calculated as area of circle based on diameter measured. A= (pi)r2. 20 cm circle of plants = 3.14*(10)^2.",NA,"JSP_mid_C4__2017-05-25__staple__DPW","JSP_mid_C4",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
"312","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE - C - 4 - 2017","CPS","0",2017-05-25,"8.0000000000000002E-3",12,"DNR",2018-05-15,"present","staple",67,0.3297,203.215043979375,355,5.58333333333333,"DNR snorkel monitoring. Canopy height recorded. Status area calculated as area of ellipse based the X and Y of vegetated area measured. A = (pi)ab, where a= radius of one axis, b = radias of other axis.",NA,"JSP_mid_C4__2017-05-25__staple__DPW","JSP_mid_C4",2017-05-25,"staple","DPW","bese__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"Biodegradable ecosystem engineering elements (BESE) for Marjolijn Christianen, Wageningen University & Research, Netherlands. Overall area was 1 m2. Actual was 0.1 m2 (10 x 10 cm area in center of BESE. 3 planting units with 4 shoots each. DuPont Wharf shoots.","match","no_match","match","match"
